OBJECTID,TreeID,DataProvider,District,Street,AreaGroup,TreeType,PlantingYear,PlantingYear_txt,TrunkSize,TrunkSize_txt,TreeHeight,TreeHeight_txt,TreeCrownDiameter,TreeCrownDiameter_txt,TreeNumber
394014360,352701,magistrat,1,Himmelpfortgasse,"MA 28 - Straße, Grünanlage",Platanus orientalis 'Minaret' (Orientalische Säulenplatane),2020,"2020",23,23 cm,2,6-10 m,1,0-3 m,"2002"
394014361,352699,magistrat,1,Schellinggasse,"MA 28 - Straße, Grünanlage",Fraxinus ornus 'Obelisk' (Säulenblumenesche),2020,"2020",24,24 cm,1,0-5 m,1,0-3 m,"2001"
394015824,194058,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),1984,"1984",106,106 cm,3,11-15 m,2,4-6 m,"311"
394015827,194059,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),1950,"1950",230,230 cm,2,6-10 m,2,4-6 m,"310"
394015830,356229,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"309"
394015831,194061,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),1982,"1982",101,101 cm,3,11-15 m,2,4-6 m,"307"
394015833,356228,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"306"
394015837,194055,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),1973,"1973",132,132 cm,3,11-15 m,2,4-6 m,"305"
394014376,355099,magistrat,1,Singerstraße,"MA 28 - Straße, Grünanlage",Pyrus calleryana 'Aristocrat' (Zierbirne),2020,"2020",20,20 cm,1,0-5 m,1,0-3 m,"2001"
394014379,156362,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Quercus frainetto (Ungarische Eiche),2007,"2007",69,69 cm,2,6-10 m,2,4-6 m,"3002"
394014380,352663,magistrat,1,Karlsplatz,"MA 28 - Straße, Grünanlage",Platanus orientalis 'Minaret' (Orientalische Säulenplatane),2020,"2020",23,23 cm,1,0-5 m,1,0-3 m,"1012"
394014382,352661,magistrat,1,Karlsplatz,"MA 28 - Straße, Grünanlage",Platanus orientalis 'Minaret' (Orientalische Säulenplatane),2020,"2020",24,24 cm,1,0-5 m,1,0-3 m,"1010"
394014394,174138,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides (Spitzahorn),1992,"1992",71,71 cm,2,6-10 m,2,4-6 m,"2022"
394014398,352660,magistrat,1,Karlsplatz,"MA 28 - Straße, Grünanlage",Platanus orientalis 'Minaret' (Orientalische Säulenplatane),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"1009"
394014402,174136,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2005,"2005",49,49 cm,2,6-10 m,1,0-3 m,"2020"
394014405,180664,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2010,"2010",56,56 cm,2,6-10 m,1,0-3 m,"2017"
394014408,156386,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2011,"2011",38,38 cm,2,6-10 m,1,0-3 m,"2015"
394014953,306355,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2008,"2008",50,50 cm,2,6-10 m,2,4-6 m,487/A
394014954,251031,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tilia x vulgaris (Holländische Linde),2001,"2001",68,68 cm,2,6-10 m,2,4-6 m,"487"
394014957,306354,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2013,"2013",32,32 cm,2,6-10 m,1,0-3 m,486/A
394014958,193880,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus flava (Gelbe Kastanie),1988,"1988",82,82 cm,3,11-15 m,2,4-6 m,"486"
394015917,194001,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Celtis occidentalis (Westlicher Zürgelbaum),1960,"1960",146,146 cm,3,11-15 m,4,10-12 m,"272"
394015922,251070,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),2007,"2007",51,51 cm,2,6-10 m,2,4-6 m,"271"
394014961,332332,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fraxinus angustifolia 'Raywood' (Schmalblättrige Esche),2019,"2019",19,19 cm,1,0-5 m,1,0-3 m,"485"
394014962,193881,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1989,"1989",81,81 cm,3,11-15 m,3,7-9 m,"484"
394014964,193882,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1956,"1956",162,162 cm,5,21-25 m,5,13-15 m,"483"
394014965,306353,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2009,"2009",39,39 cm,2,6-10 m,2,4-6 m,482/A
394014966,251033,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Sophora japonica (Schnurbaum),1999,"1999",65,65 cm,2,6-10 m,3,7-9 m,"482"
394014969,332331,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),2020,"2020",20,20 cm,1,0-5 m,1,0-3 m,"481"
394014976,306350,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2009,"2009",44,44 cm,1,0-5 m,2,4-6 m,479/A
394014978,306351,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2009,"2009",76,76 cm,2,6-10 m,2,4-6 m,479/B
394014982,193886,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1982,"1982",94,94 cm,3,11-15 m,3,7-9 m,"478"
394014986,193895,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tilia platyphyllos (Sommerlinde),1949,"1949",169,169 cm,4,16-20 m,4,10-12 m,"477"
394014988,354858,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"476"
394014989,306349,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2003,"2003",54,54 cm,2,6-10 m,2,4-6 m,474/B
394014991,306348,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Robinia pseudoacacia (Scheinakazie),2009,"2009",44,44 cm,2,6-10 m,2,4-6 m,474/A
394014993,251036,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1997,"1997",70,70 cm,3,11-15 m,2,4-6 m,"474"
394013906,195063,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Platanus x acerifolia (Ahornblättrige Platane),1941,"1941",197,197 cm,4,16-20 m,5,13-15 m,"1015"
394013911,233883,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Koelreuteria paniculata 'Fastigiata' (Säulenblasenbaum),2013,"2013",38,38 cm,2,6-10 m,1,0-3 m,"1005"
394013913,191832,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Koelreuteria paniculata (Blasenbaum),2006,"2006",63,63 cm,2,6-10 m,2,4-6 m,"1004"
394013917,191829,magistrat,1,Friedrichstraße,"MA 28 - Straße, Grünanlage",Koelreuteria paniculata (Blasenbaum),1987,"1987",120,120 cm,3,11-15 m,3,7-9 m,"1001"
394014995,251035,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2006,"2006",42,42 cm,2,6-10 m,2,4-6 m,"473"
394014997,306347,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2012,"2012",61,61 cm,2,6-10 m,1,0-3 m,472/C
394014998,306346,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2010,"2010",38,38 cm,1,0-5 m,1,0-3 m,472/B
394015007,251039,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1999,"1999",62,62 cm,2,6-10 m,2,4-6 m,"472"
394015009,251038,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1987,"1987",97,97 cm,2,6-10 m,3,7-9 m,"471"
394015011,305624,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2017,"2017",10,10 cm,1,0-5 m,1,0-3 m,"470"
394015015,251044,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1999,"1999",61,61 cm,2,6-10 m,2,4-6 m,"469"
394015016,251043,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2009,"2009",39,39 cm,1,0-5 m,1,0-3 m,"468"
394015017,251042,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2003,"2003",51,51 cm,2,6-10 m,2,4-6 m,"467"
394015021,251041,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1994,"1994",75,75 cm,2,6-10 m,2,4-6 m,"466"
394015023,251040,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2000,"2000",59,59 cm,2,6-10 m,2,4-6 m,"465"
394013940,237684,magistrat,1,Fichtegasse,"MA 28 - Straße, Grünanlage",Acer pseudoplatanus 'Atropurpureum' (Purpurner Bergahorn),1983,"1983",103,103 cm,3,11-15 m,4,10-12 m,"2005"
394013943,334932,magistrat,1,Fichtegasse,"MA 28 - Straße, Grünanlage",Acer negundo (Eschenahorn),2009,"2009",49,49 cm,2,6-10 m,2,4-6 m,"1001"
394014506,303473,magistrat,1,Lothringerstraße,"MA 28 - Straße, Grünanlage",Acer platanoides 'Columnare' (Säulenahorn),2017,"2017",26,26 cm,2,6-10 m,1,0-3 m,"1036"
394015028,251047,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1983,"1983",105,105 cm,2,6-10 m,3,7-9 m,"463"
394015030,251046,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1998,"1998",62,62 cm,2,6-10 m,2,4-6 m,"462"
394015031,306344,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus cerasifera 'Nigra' (Blutpflaume),2007,"2007",50,50 cm,2,6-10 m,2,4-6 m,460/A
394015034,251045,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2002,"2002",54,54 cm,2,6-10 m,2,4-6 m,"461"
394015036,302884,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Robinia pseudoacacia (Scheinakazie),2018,"2018",25,25 cm,1,0-5 m,1,0-3 m,"460"
394015037,251049,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1999,"1999",66,66 cm,2,6-10 m,2,4-6 m,"459"
394015040,306343,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2000,"2000",70,70 cm,2,6-10 m,3,7-9 m,458/A
394015041,251048,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1988,"1988",99,99 cm,2,6-10 m,2,4-6 m,"458"
394015043,251010,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus cerasifera 'Nigra' (Blutpflaume),1996,"1996",70,70 cm,2,6-10 m,3,7-9 m,"457"
394015047,193852,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pinus nigra nigra (Österreichische Schwarzkiefer),1982,"1982",101,101 cm,3,11-15 m,2,4-6 m,"456"
394015048,193853,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pinus nigra nigra (Österreichische Schwarzkiefer),1971,"1971",125,125 cm,4,16-20 m,2,4-6 m,"455"
394015052,193854,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Cedrus atlantica 'Glauca' (Blaue Atlaszeder),1940,"1940",190,190 cm,4,16-20 m,5,13-15 m,"454"
394015058,193855,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Cedrus atlantica 'Glauca' (Blaue Atlaszeder),1961,"1961",141,141 cm,4,16-20 m,4,10-12 m,"453"
394015061,251013,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),1993,"1993",82,82 cm,3,11-15 m,2,4-6 m,"452"
394015062,193856,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus x carnea 'Briotii' (Scharlachkastanie),2008,"2008",53,53 cm,2,6-10 m,2,4-6 m,"451"
394015066,251014,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2001,"2001",70,70 cm,2,6-10 m,2,4-6 m,"450"
394015067,306342,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2009,"2009",45,45 cm,1,0-5 m,1,0-3 m,449/B
394015068,306341,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2009,"2009",49,49 cm,1,0-5 m,1,0-3 m,449/A
394015069,196096,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus x carnea 'Briotii' (Scharlachkastanie),2012,"2012",43,43 cm,1,0-5 m,1,0-3 m,"449"
394015070,251018,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2006,"2006",58,58 cm,1,0-5 m,2,4-6 m,"448"
394015080,251017,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2003,"2003",58,58 cm,2,6-10 m,2,4-6 m,"447"
394015083,251016,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2002,"2002",59,59 cm,2,6-10 m,2,4-6 m,"446"
394015085,251020,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2003,"2003",57,57 cm,2,6-10 m,2,4-6 m,"445"
394015087,193859,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus hippocastanum (Rosskastanie),1929,"1929",217,217 cm,4,16-20 m,5,13-15 m,"443"
394015090,193860,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tilia platyphyllos (Sommerlinde),1929,"1929",216,216 cm,5,21-25 m,5,13-15 m,"442"
394016121,194252,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer saccharinum (Silberahorn),1944,"1944",212,212 cm,4,16-20 m,5,13-15 m,"205"
394016124,251144,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),2014,"2014",38,38 cm,2,6-10 m,1,0-3 m,"204"
394016127,194230,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus hippocastanum (Rosskastanie),1953,"1953",172,172 cm,3,11-15 m,4,10-12 m,"203"
394016135,194232,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1960,"1960",150,150 cm,4,16-20 m,4,10-12 m,"201"
394016137,194234,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1954,"1954",158,158 cm,4,16-20 m,4,10-12 m,"200"
394016143,314690,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),2020,"2020",19,19 cm,1,0-5 m,1,0-3 m,"199"
394017665,356914,magistrat,2,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Ulmus 'New Horizon' (Resista Ulme),2020,"2020",25,25 cm,1,0-5 m,1,0-3 m,"1022"
394016155,194237,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1923,"1923",225,225 cm,5,21-25 m,5,13-15 m,"196"
394016156,194238,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fagus sylvatica 'Atropunicea' (Sämlings Blutbuche),1870,"1870",351,351 cm,5,21-25 m,6,16-18 m,"195"
394016157,194239,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Pinus wallichiana (Tränenkiefer),1932,"1932",210,210 cm,5,21-25 m,4,10-12 m,"194"
394016171,305567,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Aesculus x carnea (Rotblühende Kastanie),2019,"2019",21,21 cm,1,0-5 m,1,0-3 m,"184"
394016172,194249,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fagus sylvatica 'Atropunicea' (Sämlings Blutbuche),1944,"1944",209,209 cm,4,16-20 m,4,10-12 m,"183"
394016175,194253,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Quercus cerris (Zerreiche),1999,"1999",158,158 cm,3,11-15 m,4,10-12 m,"182"
394016184,194209,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1990,"1990",80,80 cm,2,6-10 m,3,7-9 m,"181"
394016185,306318,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus cerasifera 'Nigra' (Blutpflaume),1990,"1990",138,138 cm,2,6-10 m,3,7-9 m,180/A
394016188,305566,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Ginkgo biloba 'Tremonia' (Säulenginkgo),2017,"2017",19,19 cm,1,0-5 m,1,0-3 m,"180"
394017698,349337,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2021"
394017716,348859,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Jungbaum wird gepflanzt,0,nicht definiert,0,nicht bekannt,0,nicht bekannt,0,nicht bekannt,"2019"
394017718,346393,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Populus simonii (Birkenpappel),2020,"2020",19,19 cm,1,0-5 m,1,0-3 m,"2009"
394016189,194211,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Celtis occidentalis (Westlicher Zürgelbaum),1942,"1942",187,187 cm,4,16-20 m,4,10-12 m,"179"
394016191,194213,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Celtis occidentalis (Westlicher Zürgelbaum),1978,"1978",105,105 cm,3,11-15 m,3,7-9 m,"178"
394016192,194214,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1987,"1987",82,82 cm,3,11-15 m,2,4-6 m,"177"
394016194,194215,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1994,"1994",67,67 cm,3,11-15 m,2,4-6 m,"176"
394016196,194216,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),1892,"1892",308,308 cm,5,21-25 m,7,19-21 m,"175"
394016198,251146,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tilia platyphyllos (Sommerlinde),2002,"2002",59,59 cm,2,6-10 m,2,4-6 m,"174"
394016199,194217,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1950,"1950",168,168 cm,4,16-20 m,4,10-12 m,"173"
394016203,305563,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides 'Eurostar' (Spitzahorn),2017,"2017",28,28 cm,1,0-5 m,1,0-3 m,"172"
394016211,194219,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides (Spitzahorn),1981,"1981",96,96 cm,3,11-15 m,3,7-9 m,"171"
394016214,251147,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer campestre (Feldahorn),1997,"1997",70,70 cm,2,6-10 m,2,4-6 m,"170"
394016217,305562,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Ulmus 'Regal' (Resista Ulme),2020,"2020",21,21 cm,1,0-5 m,1,0-3 m,"168"
394016218,194222,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1997,"1997",65,65 cm,2,6-10 m,2,4-6 m,"167"
394017725,251113,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Populus nigra 'Italica' (Pyramidenpappel),0,nicht definiert,220,220 cm,5,21-25 m,2,4-6 m,"2029"
394017739,251111,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),0,nicht definiert,38,38 cm,2,6-10 m,1,0-3 m,"2027"
394017755,281403,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),2018,"2018",28,28 cm,1,0-5 m,1,0-3 m,"2025"
394017769,275052,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),2018,"2018",27,27 cm,1,0-5 m,1,0-3 m,"2024"
394017782,251339,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),2018,"2018",27,27 cm,1,0-5 m,1,0-3 m,"2023"
394017786,281384,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Fraxinus excelsior (Gemeine Esche),2017,"2017",25,25 cm,1,0-5 m,1,0-3 m,"2022"
394016262,194223,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Celtis occidentalis (Westlicher Zürgelbaum),1998,"1998",60,60 cm,2,6-10 m,2,4-6 m,"166"
394016278,306315,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus cerasifera 'Nigra' (Blutpflaume),2013,"2013",30,30 cm,2,6-10 m,1,0-3 m,164/B
394016287,306314,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2005,"2005",52,52 cm,1,0-5 m,2,4-6 m,164/A
394016288,239355,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides 'Olmstedt' (Säulenspitzahorn),2017,"2017",27,27 cm,1,0-5 m,1,0-3 m,"164"
394017249,356920,magistrat,2,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Ulmus 'New Horizon' (Resista Ulme),2020,"2020",25,25 cm,1,0-5 m,1,0-3 m,"1028"
394016294,305561,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides 'Eurostar' (Spitzahorn),2017,"2017",23,23 cm,1,0-5 m,1,0-3 m,"162"
394016295,194229,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1976,"1976",111,111 cm,2,6-10 m,3,7-9 m,"161"
394016297,194191,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1988,"1988",84,84 cm,2,6-10 m,3,7-9 m,"160"
394016306,194192,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Koelreuteria paniculata (Blasenbaum),1977,"1977",109,109 cm,2,6-10 m,3,7-9 m,"159"
394016308,194193,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Quercus robur 'Fastigiata' (Säuleneiche),1917,"1917",249,249 cm,4,16-20 m,3,7-9 m,"158"
394016313,194194,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer pseudoplatanus (Bergahorn),1988,"1988",82,82 cm,3,11-15 m,2,4-6 m,"157"
394016316,238408,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides 'Crimson King' (Blutahorn),2019,"2019",21,21 cm,1,0-5 m,1,0-3 m,"156"
394016317,194196,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Celtis occidentalis (Westlicher Zürgelbaum),1987,"1987",96,96 cm,3,11-15 m,3,7-9 m,"155"
394016323,306313,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2007,"2007",50,50 cm,2,6-10 m,2,4-6 m,153/B
394016324,306312,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Taxus baccata (Heimische Eibe),2007,"2007",50,50 cm,2,6-10 m,2,4-6 m,153/A
394016325,194198,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Tilia x euchlora (Krimlinde),1958,"1958",150,150 cm,4,16-20 m,4,10-12 m,"153"
394018034,251095,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),2009,"2009",50,50 cm,2,6-10 m,2,4-6 m,"1013"
394018040,251094,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),1999,"1999",64,64 cm,2,6-10 m,2,4-6 m,"1012"
394018046,251093,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),2009,"2009",46,46 cm,2,6-10 m,1,0-3 m,"1011"
394018048,251092,magistrat,1,"01., Freda-Meissner-Blau-Promenade, MA42",MA 42 - Parkanlage,Platanus x acerifolia (Ahornblättrige Platane),2009,"2009",47,47 cm,2,6-10 m,2,4-6 m,"1010"
394016326,305560,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Acer platanoides 'Eurostar' (Spitzahorn),2017,"2017",24,24 cm,1,0-5 m,1,0-3 m,"152"
394016327,306311,magistrat,1,"01., Stadtpark, MA42",MA 42 - Parkanlage,Prunus domestica subsp. insititia (Hafer-Pflaume),2013,"2013",35,35 cm,1,0-5 m,1,0-3 m,151/B
